id,customer_name,legal_form,region,country,city,postal_code,segment,industry,language,sales_rep_id,created_at,last_contact_at,is_active,credit_limit,employee_count,vat_id,email,phone
14,Elbe 014 GmbH,KG,Nord,DE,Frankfurt,20238,smb,Retail,de,6,2024-02-22,2024-09-10,true,50000,220,DE100000014,c14@example.com,+49-54-100014
15,Rhein 015 GmbH,GmbH,Export,FR,Hamburg,20255,midmarket,Energy,de,5,2023-06-06,2024-02-03,true,15000,220,DE100000015,c15@example.com,+49-55-100015
16,Hanse 016 GmbH,AG,Ost,DE,Berlin,20272,enterprise,Healthcare,de,4,2023-09-20,2024-06-05,true,500000,80,DE100000016,c16@example.com,+49-56-100016
17,Hanse 017 GmbH,KG,West,DE,Leipzig,20289,smb,Logistics,fr,8,2022-01-18,2022-06-24,true,5000,220,DE100000017,c17@example.com,+49-57-100017
18,Donau 018 GmbH,AG,Süd,DE,Leipzig,20306,smb,Healthcare,en,12,2024-03-05,2024-05-31,true,500000,80,DE100000018,c18@example.com,+49-58-100018
19,Südhandel 019 GmbH,AG,Nord,DE,Hamburg,20323,public,Software,en,11,2023-08-10,2023-10-26,true,15000,80,DE100000019,c19@example.com,+49-59-100019
20,Nordwerk 020 GmbH,AG,Süd,DE,Stuttgart,20340,midmarket,Healthcare,de,12,2024-01-24,2024-12-28,true,150000,35,DE100000020,dup-b@example.com,+49-60-100020
21,Elbe 021 GmbH,KG,Export,US,Stuttgart,20357,public,Retail,de,10,2022-12-17,2023-05-08,true,15000,35,DE100000021,dup-b@example.com,+49-61-100021
22,Hanse 022 GmbH,e.K.,Ost,DE,Köln,20374,enterprise,Software,de,4,2023-05-16,2024-03-04,true,150000,80,DE100000022,c22@example.com,+49-62-100022
23,Südhandel 023 GmbH,KG,Ost,DE,Berlin,20391,enterprise,Energy,en,4,2022-10-22,2023-02-08,true,500000,35,DE100000023,c23@example.com,+49-63-100023
24,Donau 024 GmbH,AG,Export,IT,Hamburg,20408,midmarket,Energy,de,10,2023-09-23,2023-10-19,false,50000,900,DE100000024,c24@example.com,+49-64-100024
25,Elbe 025 GmbH,AG,Süd,DE,Berlin,20425,public,Logistics,de,12,2022-01-06,2023-01-28,true,50000,35,DE100000025,c25@example.com,+49-65-100025
26,Elbe 026 GmbH,GmbH,West,DE,München,20442,public,Retail,de,3,2022-08-26,2023-03-17,true,15000,900,DE100000026,c26@example.com,+49-66-100026
27,Alpin 027 GmbH,GmbH,Export,US,Köln,20459,public,Energy,fr,10,2022-01-10,2022-10-05,true,15000,220,DE100000027,c27@example.com,+49-67-100027
28,Westlog 028 GmbH,e.K.,Süd,DE,Leipzig,20476,enterprise,Energy,de,2,2022-12-05,2022-12-12,true,50000,220,DE100000028,c28@example.com,+49-68-100028
29,Rhein 029 GmbH,e.K.,West,DE,Stuttgart,20493,enterprise,Manufacturing,en,3,2023-10-17,2024-09-23,false,15000,80,DE100000029,c29@example.com,+49-69-100029
30,Ostbau 030 GmbH,e.K.,Süd,DE,Frankfurt,20510,enterprise,Software,de,,2023-01-28,2023-11-22,true,5000,35,DE100000030,c30@example.com,+49-70-100030
31,Main 031 GmbH,KG,West,DE,München,20527,public,Energy,fr,3,2022-05-02,2023-04-27,true,5000,900,DE100000031,c31@example.com,+49-71-100031
32,Ostbau 032 GmbH,AG,Export,UK,München,20544,public,Energy,fr,10,2022-08-15,2023-02-22,true,500000,80,DE100000032,c32@example.com,+49-72-100032
33,Donau 033 GmbH,GmbH,Ost,DE,Stuttgart,20561,public,Healthcare,de,4,2023-11-28,2024-01-06,true,5000,4,DE100000033,c33@example.com,+49-73-100033
34,Westlog 034 GmbH,KG,Ost,DE,Frankfurt,20578,public,Manufacturing,de,4,2022-06-03,2023-06-05,true,5000,220,DE100000034,c34@example.com,+49-74-100034
35,Rhein 035 GmbH,e.K.,Süd,DE,Stuttgart,20595,smb,Healthcare,en,2,2023-06-10,2024-05-19,true,5000,80,DE100000035,c35@example.com,+49-75-100035
36,Südhandel 036 GmbH,GmbH,Nord,DE,Berlin,20612,enterprise,Energy,de,1,2023-08-16,2024-05-19,true,5000,80,DE100000036,c36@example.com,+49-76-100036
37,Rhein 037 GmbH,KG,Nord,DE,Berlin,20629,public,Logistics,en,6,2022-05-19,2022-06-29,true,500000,12,DE100000037,c37@example.com,+49-77-100037
38,Rhein 038 GmbH,AG,West,DE,Leipzig,20646,midmarket,Manufacturing,de,8,2023-07-05,2023-12-04,true,500000,80,DE100000038,c38@example.com,+49-78-100038
39,Westlog 039 GmbH,KG,Süd,DE,München,20663,smb,Manufacturing,en,2,2022-12-21,2023-10-31,true,5000,12,DE100000039,c39@example.com,+49-79-100039
40,Donau 040 GmbH,GmbH,Nord,DE,München,20680,smb,Logistics,en,1,2023-04-03,2023-07-31,true,5000,12,DE100000040,c40@example.com,+49-80-100040
41,Donau 041 GmbH,KG,Süd,DE,Stuttgart,20697,enterprise,Retail,de,7,2024-01-20,2024-04-02,true,500000,12,DE100000041,c41@example.com,+49-81-100041
42,Westlog 042 GmbH,e.K.,Süd,DE,Stuttgart,20714,public,Manufacturing,de,7,2023-08-29,2024-07-23,true,500000,35,DE100000042,c42@example.com,+49-82-100042
43,Westlog 043 GmbH,e.K.,West,DE,München,20731,midmarket,Software,de,8,2023-01-21,2023-09-15,true,500000,80,DE100000043,c43@example.com,+49-83-100043
44,Ostbau 044 GmbH,KG,Export,FR,Berlin,20748,enterprise,Manufacturing,fr,5,2022-09-19,2023-09-24,true,5000,35,DE100000044,c44@example.com,+49-84-100044
45,Ostbau 045 GmbH,AG,Süd,DE,Berlin,20765,midmarket,Software,de,12,2022-03-16,2022-03-23,true,15000,900,DE100000045,c45@example.com,+49-85-100045
46,Donau 046 GmbH,AG,Nord,DE,Berlin,20782,midmarket,Healthcare,de,6,2023-12-14,2025-01-14,true,150000,220,DE100000046,c46@example.com,+49-86-100046
47,Main 047 GmbH,e.K.,West,DE,Hamburg,20799,public,Software,de,8,2023-06-10,2023-12-16,true,5000,220,DE100000047,c47@example.com,+49-87-100047
48,Donau 048 GmbH,e.K.,Ost,DE,Köln,20816,midmarket,Retail,de,,2023-07-21,2023-11-15,true,15000,80,DE100000048,c48@example.com,+49-88-100048
49,Main 049 GmbH,e.K.,West,DE,München,20833,enterprise,Retail,de,8,2023-05-16,2024-05-18,true,15000,220,DE100000049,c49@example.com,+49-89-100049
50,Nordwerk 050 GmbH,GmbH,Export,UK,München,20850,midmarket,Manufacturing,de,5,2022-03-18,2022-03-22,true,150000,35,DE100000050,c50@example.com,+49-40-100050
51,Main 051 GmbH,e.K.,Nord,DE,Hamburg,20867,smb,Healthcare,fr,11,2023-09-24,2024-04-21,false,500000,900,DE100000051,c51@example.com,+49-41-100051
52,Rhein 052 GmbH,AG,Nord,DE,Hamburg,20884,smb,Healthcare,de,,2023-12-16,2024-04-17,true,500000,35,DE100000052,c52@example.com,+49-42-100052
53,Hanse 053 GmbH,e.K.,Ost,DE,Berlin,20901,midmarket,Energy,de,9,2022-03-22,2022-08-22,true,5000,900,DE100000053,c53@example.com,+49-43-100053
54,Rhein 054 GmbH,e.K.,Export,FR,Leipzig,20918,smb,Energy,de,5,2023-01-24,2023-03-07,true,150000,900,DE100000054,c54@example.com,+49-44-100054
55,Ostbau 055 GmbH,AG,Ost,DE,Frankfurt,20935,public,Software,de,4,2022-02-13,2022-03-23,true,50000,220,DE100000055,c55@example.com,+49-45-100055
56,Nordwerk 056 GmbH,AG,West,DE,Stuttgart,20952,midmarket,Energy,en,3,2022-11-19,2022-12-28,true,500000,12,DE100000056,c56@example.com,+49-46-100056
57,Hanse 057 GmbH,e.K.,West,DE,Frankfurt,20969,midmarket,Energy,de,8,2023-07-08,2024-03-20,true,50000,4,DE100000057,c57@example.com,+49-47-100057
58,Donau 058 GmbH,e.K.,Nord,DE,Frankfurt,20986,enterprise,Manufacturing,de,1,2022-12-15,2023-08-02,true,50000,220,DE100000058,c58@example.com,+49-48-100058
59,Rhein 059 GmbH,GmbH,Export,US,Frankfurt,21003,midmarket,Energy,de,10,2023-08-23,2023-10-04,true,150000,900,DE100000059,c59@example.com,+49-49-100059
60,Hanse 060 GmbH,GmbH,Ost,DE,Hamburg,21020,smb,Software,en,4,2022-11-21,2023-05-24,true,5000,12,DE100000060,c60@example.com,+49-50-100060
61,Elbe 061 GmbH,e.K.,Nord,DE,Hamburg,21037,smb,Manufacturing,de,6,2023-07-23,2024-05-01,false,500000,35,DE100000061,c61@example.com,+49-51-100061
62,Südhandel 062 GmbH,AG,Ost,DE,Stuttgart,21054,midmarket,Energy,en,4,2023-02-02,2023-04-29,true,50000,35,DE100000062,c62@example.com,+49-52-100062
63,Rhein 063 GmbH,KG,Süd,DE,Berlin,21071,smb,Software,de,2,2022-10-10,2023-02-13,true,150000,220,DE100000063,c63@example.com,+49-53-100063
64,Nordwerk 064 GmbH,e.K.,West,DE,Köln,21088,public,Software,en,8,2022-11-08,2023-04-28,true,500000,12,DE100000064,c64@example.com,+49-54-100064
65,Main 065 GmbH,KG,Süd,DE,München,21105,public,Software,de,12,2022-07-25,2023-08-05,true,150000,220,DE100000065,c65@example.com,+49-55-100065
66,Hanse 066 GmbH,GmbH,Ost,DE,Stuttgart,21122,midmarket,Healthcare,fr,9,2023-02-07,2023-05-10,true,500000,4,DE100000066,c66@example.com,+49-56-100066
67,Main 067 GmbH,KG,Export,FR,Frankfurt,21139,public,Energy,en,10,2022-08-03,2022-10-13,true,15000,35,DE100000067,c67@example.com,+49-57-100067
68,Main 068 GmbH,e.K.,West,DE,Stuttgart,21156,public,Healthcare,fr,8,2022-03-17,2023-03-06,true,5000,35,DE100000068,c68@example.com,+49-58-100068
69,Hanse 069 GmbH,AG,West,DE,Leipzig,21173,smb,Healthcare,en,3,2022-09-12,2023-10-02,true,150000,4,DE100000069,c69@example.com,+49-59-100069
70,Elbe 070 GmbH,AG,Nord,DE,Berlin,21190,enterprise,Logistics,en,6,2024-02-04,2025-03-05,true,500000,12,DE100000070,c70@example.com,+49-60-100070
71,Rhein 071 GmbH,GmbH,Süd,DE,Hamburg,21207,midmarket,Software,de,2,2022-10-30,2023-04-23,true,15000,220,DE100000071,c71@example.com,+49-61-100071
72,Main 072 GmbH,KG,Süd,DE,Hamburg,21224,enterprise,Manufacturing,de,7,2024-01-10,2024-01-21,true,5000,900,DE100000072,c72@example.com,+49-62-100072
73,Westlog 073 GmbH,KG,Ost,DE,Stuttgart,21241,public,Logistics,de,4,2023-07-20,2024-02-12,true,15000,900,DE100000073,c73@example.com,+49-63-100073
74,Ostbau 074 GmbH,e.K.,West,DE,Stuttgart,21258,public,Logistics,de,,2023-09-21,2024-09-15,true,50000,900,DE100000074,c74@example.com,+49-64-100074
75,Westlog 075 GmbH,KG,Ost,DE,Köln,21275,midmarket,Logistics,de,4,2023-07-04,2023-11-15,true,150000,220,DE100000075,c75@example.com,+49-65-100075
76,Rhein 076 GmbH,GmbH,Export,US,Köln,21292,public,Healthcare,de,10,2023-09-18,2024-08-27,true,50000,220,DE100000076,c76@example.com,+49-66-100076
77,Alpin 077 GmbH,GmbH,West,DE,München,21309,enterprise,Energy,de,3,2022-09-02,2023-05-21,true,500000,12,DE100000077,c77@example.com,+49-67-100077
78,Elbe 078 GmbH,AG,West,DE,Stuttgart,21326,midmarket,Logistics,de,8,2023-10-13,2023-12-23,true,150000,220,DE100000078,c78@example.com,+49-68-100078
79,Westlog 079 GmbH,AG,Nord,DE,Frankfurt,21343,public,Healthcare,fr,6,2023-05-12,2024-04-10,true,150000,80,DE100000079,c79@example.com,+49-69-100079
80,Donau 080 GmbH,GmbH,West,DE,Frankfurt,21360,midmarket,Software,de,8,2022-03-26,2022-08-13,true,50000,12,DE100000080,c80@example.com,+49-70-100080
81,Donau 081 GmbH,GmbH,Ost,DE,Köln,21377,enterprise,Healthcare,de,9,2022-04-26,2023-05-20,true,500000,12,DE100000081,c81@example.com,+49-71-100081
82,Ostbau 082 GmbH,KG,Export,FR,Berlin,21394,enterprise,Software,de,5,2023-11-01,2024-06-12,true,5000,12,DE100000082,c82@example.com,+49-72-100082
83,Donau 083 GmbH,e.K.,Nord,DE,München,21411,midmarket,Retail,de,11,2022-12-26,2023-01-25,true,500000,35,DE100000083,c83@example.com,+49-73-100083
84,Alpin 084 GmbH,KG,West,DE,Stuttgart,21428,enterprise,Healthcare,de,3,2023-12-22,2024-02-29,true,150000,4,DE100000084,c84@example.com,+49-74-100084
85,Ostbau 085 GmbH,AG,Export,US,Frankfurt,21445,midmarket,Energy,en,5,2022-05-16,2023-01-21,true,50000,900,DE100000085,c85@example.com,+49-75-100085
86,Südhandel 086 GmbH,e.K.,Süd,DE,Stuttgart,21462,enterprise,Energy,de,7,2024-02-27,2024-10-16,true,50000,220,DE100000086,c86@example.com,+49-76-100086
87,Hanse 087 GmbH,GmbH,Nord,DE,Frankfurt,21479,public,Retail,en,11,2023-04-15,2023-08-01,true,50000,35,DE100000087,c87@example.com,+49-77-100087
88,Hanse 088 GmbH,GmbH,Süd,DE,Hamburg,21496,smb,Energy,en,12,2023-05-12,2023-05-20,true,15000,80,DE100000088,c88@example.com,+49-78-100088
89,Westlog 089 GmbH,KG,Süd,DE,München,21513,enterprise,Manufacturing,de,7,2023-12-07,2024-04-13,false,15000,4,DE100000089,c89@example.com,+49-79-100089
90,Ostbau 090 GmbH,e.K.,Süd,DE,Leipzig,21530,smb,Energy,de,7,2024-02-13,2024-02-13,true,5000,12,DE100000090,c90@example.com,+49-80-100090
91,Hanse 091 GmbH,GmbH,West,DE,Frankfurt,21547,public,Energy,de,,2023-12-14,2024-08-14,false,150000,4,DE100000091,c91@example.com,+49-81-100091
92,Alpin 092 GmbH,AG,West,DE,Berlin,21564,midmarket,Energy,de,3,2023-01-12,2023-02-16,true,5000,220,DE100000092,c92@example.com,+49-82-100092
93,Westlog 093 GmbH,e.K.,West,DE,Stuttgart,21581,public,Retail,de,8,2022-08-07,2022-09-27,true,5000,220,DE100000093,c93@example.com,+49-83-100093
94,Westlog 094 GmbH,AG,West,DE,Köln,21598,smb,Retail,fr,8,2022-11-19,2023-09-22,true,500000,35,DE100000094,c94@example.com,+49-84-100094
95,Alpin 095 GmbH,AG,Ost,DE,Stuttgart,21615,midmarket,Energy,en,4,2023-11-06,2024-04-05,true,15000,80,DE100000095,c95@example.com,+49-85-100095
96,Südhandel 096 GmbH,GmbH,Süd,DE,Köln,21632,enterprise,Retail,en,2,2023-09-01,2024-06-18,true,500000,900,DE100000096,c96@example.com,+49-86-100096
97,Südhandel 097 GmbH,GmbH,Nord,DE,Stuttgart,21649,smb,Manufacturing,de,6,2024-02-28,2024-06-17,false,5000,80,DE100000097,c97@example.com,+49-87-100097
98,Rhein 098 GmbH,e.K.,Süd,DE,Leipzig,21666,public,Manufacturing,fr,12,2024-02-25,2024-11-26,true,50000,4,DE100000098,c98@example.com,+49-88-100098
99,Elbe 099 GmbH,KG,Süd,DE,Berlin,21683,smb,Software,en,12,2022-06-09,2023-06-17,true,15000,4,DE100000099,c99@example.com,+49-89-100099
100,Donau 100 GmbH,GmbH,Nord,DE,Köln,21700,midmarket,Manufacturing,de,6,2023-09-19,2024-09-15,true,5000,12,DE100000100,c100@example.com,+49-40-100100
101,Alpin 101 GmbH,AG,Süd,DE,Köln,21717,midmarket,Energy,de,7,2024-01-09,2025-01-18,true,5000,35,DE100000101,c101@example.com,+49-41-100101
102,Donau 102 GmbH,GmbH,Ost,DE,Berlin,21734,public,Healthcare,de,9,2022-09-27,2022-10-25,true,500000,12,DE100000102,c102@example.com,+49-42-100102
103,Südhandel 103 GmbH,AG,Süd,DE,Leipzig,21751,smb,Manufacturing,de,7,2023-08-11,2023-12-14,false,50000,80,DE100000103,c103@example.com,+49-43-100103
104,Elbe 104 GmbH,e.K.,Export,IT,Köln,21768,midmarket,Logistics,de,5,2022-02-06,2022-06-24,true,500000,35,DE100000104,c104@example.com,+49-44-100104
105,Ostbau 105 GmbH,GmbH,Nord,DE,Berlin,21785,smb,Logistics,de,11,2022-07-03,2023-08-03,true,50000,4,DE100000105,c105@example.com,+49-45-100105
106,Donau 106 GmbH,KG,West,DE,Leipzig,21802,midmarket,Logistics,de,3,2022-10-26,2023-08-24,true,15000,900,DE100000106,c106@example.com,+49-46-100106
107,Nordwerk 107 GmbH,AG,Export,US,Leipzig,21819,smb,Software,de,5,2023-02-24,2024-03-18,true,50000,4,DE100000107,c107@example.com,+49-47-100107
108,Westlog 108 GmbH,KG,Nord,DE,Hamburg,21836,smb,Retail,fr,1,2022-03-03,2022-09-30,true,50000,80,DE100000108,c108@example.com,+49-48-100108
109,Westlog 109 GmbH,e.K.,Export,FR,Stuttgart,21853,smb,Logistics,de,5,2023-06-02,2023-10-01,true,50000,80,DE100000109,c109@example.com,+49-49-100109
110,Ostbau 110 GmbH,GmbH,West,DE,München,21870,midmarket,Healthcare,de,8,2022-10-06,2022-12-24,false,150000,80,DE100000110,c110@example.com,+49-50-100110
111,Ostbau 111 GmbH,e.K.,Süd,DE,Köln,21887,public,Software,de,2,2024-02-28,2024-04-14,true,50000,900,DE100000111,c111@example.com,+49-51-100111
112,Westlog 112 GmbH,GmbH,West,DE,Leipzig,21904,midmarket,Software,en,3,2022-12-02,2023-08-21,false,50000,35,DE100000112,c112@example.com,+49-52-100112
113,Main 113 GmbH,AG,Ost,DE,Hamburg,21921,public,Manufacturing,de,,2023-02-19,2023-04-22,false,15000,12,DE100000113,c113@example.com,+49-53-100113
114,Südhandel 114 GmbH,KG,Nord,DE,Frankfurt,21938,smb,Manufacturing,de,6,2023-10-08,2024-01-17,true,150000,12,DE100000114,c114@example.com,+49-54-100114
115,Nordwerk 115 GmbH,AG,Nord,DE,Stuttgart,21955,public,Energy,en,6,2023-04-18,2023-12-28,false,150000,12,DE100000115,c115@example.com,+49-55-100115
116,Westlog 116 GmbH,GmbH,Süd,DE,Stuttgart,21972,midmarket,Energy,de,2,2023-04-02,2023-12-13,true,500000,80,DE100000116,c116@example.com,+49-56-100116
117,Ostbau 117 GmbH,AG,Nord,DE,Leipzig,21989,smb,Logistics,de,6,2023-03-06,2023-11-06,true,150000,35,DE100000117,c117@example.com,+49-57-100117
118,Nordwerk 118 GmbH,KG,Export,IT,Hamburg,22006,enterprise,Manufacturing,en,10,2022-07-04,2023-04-01,true,500000,12,DE100000118,c118@example.com,+49-58-100118
119,Alpin 119 GmbH,GmbH,Export,IT,Stuttgart,22023,public,Software,de,5,2022-09-04,2022-12-03,true,50000,900,DE100000119,c119@example.com,+49-59-100119
120,Donau 120 GmbH,AG,West,DE,Stuttgart,22040,midmarket,Logistics,fr,3,2022-12-27,2023-06-03,true,5000,4,DE100000120,c120@example.com,+49-60-100120
121,Main 121 GmbH,GmbH,Nord,DE,Köln,22057,midmarket,Retail,de,11,2023-06-24,2024-06-25,true,50000,4,DE100000121,c121@example.com,+49-61-100121
122,Südhandel 122 GmbH,KG,Nord,DE,Hamburg,22074,enterprise,Energy,en,11,2022-05-26,2023-03-22,false,50000,35,DE100000122,c122@example.com,+49-62-100122
123,Main 123 GmbH,KG,Nord,DE,München,22091,enterprise,Retail,fr,1,2023-03-24,2023-06-21,true,50000,12,DE100000123,c123@example.com,+49-63-100123
124,Rhein 124 GmbH,GmbH,Nord,DE,München,22108,enterprise,Healthcare,de,1,2023-08-10,2024-07-02,true,150000,12,DE100000124,c124@example.com,+49-64-100124
125,Westlog 125 GmbH,GmbH,Süd,DE,Frankfurt,22125,enterprise,Logistics,de,2,2022-11-24,2023-04-08,true,5000,35,DE100000125,c125@example.com,+49-65-100125
126,Rhein 126 GmbH,e.K.,Nord,DE,Leipzig,22142,public,Retail,en,1,2022-02-19,2022-10-29,true,50000,220,DE100000126,c126@example.com,+49-66-100126
127,Ostbau 127 GmbH,AG,Süd,DE,Berlin,22159,smb,Manufacturing,de,7,2023-08-15,2023-08-25,true,5000,4,DE100000127,c127@example.com,+49-67-100127
128,Elbe 128 GmbH,GmbH,Süd,DE,Köln,22176,public,Energy,de,7,2022-03-18,2022-10-24,true,15000,220,DE100000128,c128@example.com,+49-68-100128
129,Ostbau 129 GmbH,AG,Ost,DE,Berlin,22193,enterprise,Energy,de,4,2022-12-06,2023-05-07,true,5000,80,DE100000129,c129@example.com,+49-69-100129
130,Nordwerk 130 GmbH,e.K.,West,DE,Hamburg,22210,enterprise,Energy,fr,8,2023-01-05,2023-09-07,true,5000,12,DE100000130,c130@example.com,+49-70-100130
131,Südhandel 131 GmbH,KG,Nord,DE,Frankfurt,22227,public,Logistics,en,6,2023-04-30,2024-04-02,true,500000,80,DE100000131,c131@example.com,+49-71-100131
132,Nordwerk 132 GmbH,KG,Nord,DE,Berlin,22244,public,Software,de,6,2023-04-02,2023-08-17,true,15000,900,DE100000132,c132@example.com,+49-72-100132
133,Rhein 133 GmbH,AG,West,DE,Stuttgart,22261,smb,Logistics,fr,3,2023-07-09,2024-02-08,true,150000,220,DE100000133,c133@example.com,+49-73-100133
134,Nordwerk 134 GmbH,AG,Ost,DE,Hamburg,22278,public,Retail,de,9,2023-02-09,2023-05-28,true,15000,4,DE100000134,c134@example.com,+49-74-100134
135,Westlog 135 GmbH,KG,Süd,DE,Köln,22295,smb,Manufacturing,en,12,2023-10-05,2024-07-15,true,50000,35,DE100000135,c135@example.com,+49-75-100135
136,Donau 136 GmbH,e.K.,Süd,DE,Hamburg,22312,public,Retail,de,2,2023-10-01,2024-07-17,true,5000,4,DE100000136,c136@example.com,+49-76-100136
137,Hanse 137 GmbH,e.K.,West,DE,Köln,22329,public,Energy,en,3,2023-07-03,2024-04-20,true,5000,12,DE100000137,c137@example.com,+49-77-100137
138,Rhein 138 GmbH,GmbH,Nord,DE,Berlin,22346,enterprise,Energy,de,1,2023-11-29,2023-12-24,true,50000,35,DE100000138,c138@example.com,+49-78-100138
139,Südhandel 139 GmbH,AG,Nord,DE,München,22363,enterprise,Energy,en,6,2023-05-19,2024-06-18,true,50000,900,DE100000139,c139@example.com,+49-79-100139
140,Ostbau 140 GmbH,e.K.,Süd,DE,Leipzig,22380,public,Healthcare,de,12,2023-03-29,2023-04-26,true,15000,4,DE100000140,c140@example.com,+49-80-100140
141,Elbe 141 GmbH,GmbH,Süd,DE,München,22397,midmarket,Retail,de,12,2024-03-10,2024-07-15,false,5000,35,DE100000141,c141@example.com,+49-81-100141
142,Elbe 142 GmbH,e.K.,West,DE,Leipzig,22414,smb,Energy,de,8,2023-04-21,2023-08-22,true,500000,80,DE100000142,c142@example.com,+49-82-100142
143,Hanse 143 GmbH,AG,Nord,DE,Frankfurt,22431,enterprise,Energy,de,6,2022-12-25,2023-05-19,false,5000,12,DE100000143,c143@example.com,+49-83-100143
144,Ostbau 144 GmbH,AG,Ost,DE,Köln,22448,public,Healthcare,de,4,2023-10-25,2024-11-27,true,5000,80,DE100000144,c144@example.com,+49-84-100144
145,Ostbau 145 GmbH,KG,Export,US,Leipzig,22465,enterprise,Logistics,en,5,2022-01-09,2022-07-06,true,15000,80,DE100000145,c145@example.com,+49-85-100145
146,Donau 146 GmbH,GmbH,Süd,DE,Hamburg,22482,enterprise,Healthcare,fr,12,2023-02-11,2023-12-19,true,5000,80,DE100000146,c146@example.com,+49-86-100146
147,Alpin 147 GmbH,KG,Nord,DE,München,22499,midmarket,Healthcare,de,6,2022-10-11,2022-11-09,true,500000,80,DE100000147,c147@example.com,+49-87-100147
148,Main 148 GmbH,KG,West,DE,Köln,22516,public,Logistics,en,3,2023-11-03,2024-11-14,false,500000,12,DE100000148,c148@example.com,+49-88-100148
149,Main 149 GmbH,KG,Süd,DE,Stuttgart,22533,enterprise,Retail,fr,12,2023-07-02,2023-10-02,true,150000,12,DE100000149,c149@example.com,+49-89-100149
150,Südhandel 150 GmbH,AG,West,DE,Köln,22550,midmarket,Energy,de,3,2022-12-10,2023-07-13,true,50000,35,DE100000150,c150@example.com,+49-40-100150
151,Main 151 GmbH,GmbH,Nord,DE,Frankfurt,22567,smb,Logistics,de,6,2022-05-01,2023-01-12,false,150000,220,DE100000151,c151@example.com,+49-41-100151
152,Westlog 152 GmbH,AG,Nord,DE,Köln,22584,public,Healthcare,en,1,2022-06-04,2022-08-16,true,15000,4,DE100000152,c152@example.com,+49-42-100152
153,Nordwerk 153 GmbH,GmbH,Süd,DE,Berlin,22601,enterprise,Retail,de,12,2022-11-17,2023-09-08,true,150000,4,DE100000153,c153@example.com,+49-43-100153
154,Rhein 154 GmbH,e.K.,Nord,DE,Berlin,22618,smb,Manufacturing,fr,6,2023-02-18,2023-05-31,true,5000,35,DE100000154,c154@example.com,+49-44-100154
155,Ostbau 155 GmbH,AG,Ost,DE,Leipzig,22635,enterprise,Software,de,,2022-01-05,2022-02-26,true,500000,35,DE100000155,c155@example.com,+49-45-100155
156,Main 156 GmbH,KG,Nord,DE,Berlin,22652,midmarket,Software,en,1,2022-10-25,2023-04-26,true,15000,80,DE100000156,c156@example.com,+49-46-100156
157,Ostbau 157 GmbH,GmbH,Nord,DE,Stuttgart,22669,midmarket,Manufacturing,de,1,2022-05-15,2023-05-14,true,5000,80,DE100000157,c157@example.com,+49-47-100157
158,Nordwerk 158 GmbH,GmbH,Ost,DE,Leipzig,22686,smb,Energy,de,9,2023-10-01,2023-10-25,true,150000,80,DE100000158,c158@example.com,+49-48-100158
